id,created_at,favorite_count,retweet_count,text
1392797522972774400,2021-05-13 11:03:01,0,0,"Join the effort to support young people in Wales into employment with #Kickstart. 

Apply today at: https://t.co/gv75LVfmxu https://t.co/o0lnBoj8D6"
1392752327078076418,2021-05-13 08:03:25,0,0,"Gyda llai na 50 diwrnod tan ddyddiad cau  #Cynllun Preswylio'n Sefydlog i Ddinasyddion yr UE, ewch ati i ddiogelu hawliau eich teulu yn y DU drwy wneud cais i #Cynllun Preswylio'n Sefydlog i Ddinasyddion yr UE erbyn 30 Mehefin 2021

Gwnewch gais nawr yn: https://t.co/pGR2HK5j8q https://t.co/tSAOijNY3O"
1392752275748229133,2021-05-13 08:03:13,0,0,"With less than 50 days to go before the EU #SettlementScheme deadline, protect your family’s rights in the UK by applying to the EU #SettlementScheme by 30 June 2021. 

Apply now at: https://t.co/6ukwdK6cbo. https://t.co/cVPbuLar7d"
1392513742735396867,2021-05-12 16:15:22,0,0,"Ydych chi’n awyddus i ddatblygu eich busnes a hybu elw?

Mae’r rhaglen Rheoli #HelpIDyfu yn cael ei lansio ym mis Mehefin, gan ddarparu mentora un-i-un a hyfforddiant o’r radd flaenaf i arweinwyr busnesau bach a chanolig ledled y DU.

Cofrestrwch nawr: https://t.co/4V88aPQQiO https://t.co/GcbHdT78XU"
1392513704302948357,2021-05-12 16:15:13,0,0,"Want to grow your business and boost profits?

The #HelpToGrow Management programme launches in June, providing 1-1 mentorship and world-class training for leaders of small and medium-sized businesses across the UK.

Register now: https://t.co/7JoJH71vN7

#PlanForJobs https://t.co/4ae54Z7vwP"
1392502472351039489,2021-05-12 15:30:35,0,0,"Os ydych wedi dioddef o drais rhywiol neu gamdriniaeth, pryd bynnag y digwyddodd i chi, nid yw'n rhy hwyr i gael cymorth. Nid oes angen i chi wynebu hyn ar eich pen eich hun. 

Ewch i https://t.co/5vdhrlpVvL i weld y gefnogaeth sydd ar gael. 

#ItStillMatters https://t.co/U20qVEv6Az"
1392502417787400198,2021-05-12 15:30:22,0,0,"If you’ve experienced sexual violence or abuse, whenever it happened to you, it’s not too late to get support. You don’t need to face this alone. 

Visit https://t.co/Wv1nu3viWK to see the support on offer.

#ItStillMatters https://t.co/4fdGh8U8bS"
1392449890052104201,2021-05-12 12:01:38,0,1,"Ydych chi'n gyflogwr? Mae’r Cyfraddau Byw ac Isafswm Cyflog Cenedlaethol wedi cynyddu. 

Gwnewch yn siŵr eich bod chi’n talu gweithwyr yr hyn y mae ganddynt hawl gyfreithiol iddo ⬇️ 

https://t.co/1Hqiv9wyra

#CheckYourPay https://t.co/UBDxNT1fu4"
1392449839808630786,2021-05-12 12:01:26,0,1,"Are you an employer? National Living and Minimum Wage rates have gone up. 

Make sure you’re paying your employees what they're legally entitled to ⬇️ 

https://t.co/R3L5Hj8It7

#CheckYourPay https://t.co/V6UlC1Wsp5"
1392422631534702596,2021-05-12 10:13:19,1,2,"The new online safety laws will apply across the UK.

More details here⬇️
https://t.co/lVBsVCUMW9 https://t.co/IHdonMI2vc"
1392404853767475202,2021-05-12 09:02:41,0,0,"Oes angen cefnogaeth ariannol arnoch? Rhowch gynnig ar ein Gwiriwr Budd-daliadau defnyddiol i weld beth y gallech wneud cais amdano. 

Mae'r meini prawf cymhwysedd yn berthnasol. 

➡️ https://t.co/kMPxUkTdya https://t.co/VwgLglnslB"
1392404841218158592,2021-05-12 09:02:38,0,0,"Need financial support? Try our handy Benefits Checker to see what you could apply for. 

The eligibility criteria applies. 

➡️ https://t.co/1tMgU6rsBL https://t.co/bgncOz1l8L"
1392146967736762370,2021-05-11 15:57:56,0,1,"Heddiw, amlinellodd Ei Mawrhydi Y Frenhines agenda deddfwriaethol Llywodraeth y DU ar gyfer y sesiwn Seneddol sydd i ddod.

Adlewyrchwyd Ysgrifennydd Gwladol Cymru @Simonhartmp ar yr hyn oedd ynddo i Gymru🏴󠁧󠁢󠁷󠁬󠁳󠁿⬇️

#QueensSpeech #StateOpening https://t.co/1yGZUHdO6h"
1392145620161515524,2021-05-11 15:52:35,8,7,"Her Majesty The Queen today outlined the UK Government’s legislative agenda for the upcoming Parliamentary session.

Secretary of State for Wales @Simonhartmp reflects on what was in it for Wales 🏴󠁧󠁢󠁷󠁬󠁳󠁿⬇️

#QueensSpeech #StateOpening https://t.co/TT9neHaOQz"
1392132646654726145,2021-05-11 15:01:02,0,0,"Your question could be asked at a UK Government coronavirus press conference if it’s selected by an independent polling company ⬇️

Visit https://t.co/8hcwzt2HzJ to submit your question
Ewch i https://t.co/9V561u6MGI i ofyn eich cwestiwn https://t.co/9mwWV5yFUr"
1392087623649402883,2021-05-11 12:02:07,0,0,"This Mental Health Awareness week, it's okay not to feel okay as things reopen.

If you are in need of support, there is help available.

Share this graphic with family and friends.

#MentalHealthAwarenessWeek https://t.co/Bjhe0odqjS"
1392034286795173889,2021-05-11 08:30:11,2,1,"Vaccination is the most important thing you can do to protect your community against serious illnesses.

Brechu yw'r peth pwysicaf y gallwch ei wneud i ddiogelu eich cymuned rhag afiechydon difrifol.

Read more 👇🏼
https://t.co/twMXnkfAu1 https://t.co/XsoQmPyd0K"
1391770319354990593,2021-05-10 15:01:16,0,0,"Ymunwch â'r ymdrech i gefnogi pobl ifanc yng Nghymru i gael gwaith gyda #Kickstart. 

Gwnewch gais yma: https://t.co/xxmPauQvZ8 https://t.co/IuU7SLDKni"
1391770270055157761,2021-05-10 15:01:04,0,0,"Join the effort to support young people in Wales into employment with #Kickstart. 

Apply today at: https://t.co/WsuR5VqL0a https://t.co/avScDQ4677"
1391740120454270978,2021-05-10 13:01:16,0,0,"The UK Government has allocated nearly £20 million in funding to develop a net zero industrial zone in South Wales by 2040, creating jobs and cutting emissions in the region.

Read more here ➡️ https://t.co/4T6JrnNwaH https://t.co/5hQQhe1jGO"
1391717257391259649,2021-05-10 11:30:25,0,0,"Os ydych yn ddinesydd yr UE sy'n byw yn y DU (preswylydd yn y DU erbyn 31 Rhagfyr 2020), gwnewch gais i'r Cynllun Preswylio’n Sefydlog yr UE heddiw yn: https://t.co/1qq1SbPzFY https://t.co/A3NjKIlWRT"
